layer,world,condition,task,n_folds,input_feature_counts,retained_feature_counts,all_folds_match_switchbox_1_48_effective_count,all_folds_training_only,description
P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,AD_vs_FTD,100,855,101,True,True,featureNo=100 requested with UpDown=TRUE; switchBox 1.48.0 effectively retains up to 101 unique features because its inclusive lower-tail index contributes 51 features
P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,CN_vs_FTD,100,855,101,True,True,featureNo=100 requested with UpDown=TRUE; switchBox 1.48.0 effectively retains up to 101 unique features because its inclusive lower-tail index contributes 51 features
P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_FTD_vs_CN,100,855,101,True,True,featureNo=100 requested with UpDown=TRUE; switchBox 1.48.0 effectively retains up to 101 unique features because its inclusive lower-tail index contributes 51 features
P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_vs_CN,100,855,101,True,True,featureNo=100 requested with UpDown=TRUE; switchBox 1.48.0 effectively retains up to 101 unique features because its inclusive lower-tail index contributes 51 features
P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_vs_FTD,100,855,101,True,True,featureNo=100 requested with UpDown=TRUE; switchBox 1.48.0 effectively retains up to 101 unique features because its inclusive lower-tail index contributes 51 features
P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,CN_vs_FTD,100,855,101,True,True,featureNo=100 requested with UpDown=TRUE; switchBox 1.48.0 effectively retains up to 101 unique features because its inclusive lower-tail index contributes 51 features
P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds004504__EC,AD_FTD_vs_CN,100,375,101,True,True,featureNo=100 requested with UpDown=TRUE; switchBox 1.48.0 effectively retains up to 101 unique features because its inclusive lower-tail index contributes 51 features
P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds004504__EC,AD_vs_CN,100,375,101,True,True,featureNo=100 requested with UpDown=TRUE; switchBox 1.48.0 effectively retains up to 101 unique features because its inclusive lower-tail index contributes 51 features
P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds004504__EC,AD_vs_FTD,100,375,101,True,True,featureNo=100 requested with UpDown=TRUE; switchBox 1.48.0 effectively retains up to 101 unique features because its inclusive lower-tail index contributes 51 features
P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds004504__EC,CN_vs_FTD,100,375,101,True,True,featureNo=100 requested with UpDown=TRUE; switchBox 1.48.0 effectively retains up to 101 unique features because its inclusive lower-tail index contributes 51 features
P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,AD_FTD_vs_CN,100,375,101,True,True,featureNo=100 requested with UpDown=TRUE; switchBox 1.48.0 effectively retains up to 101 unique features because its inclusive lower-tail index contributes 51 features
P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,AD_vs_CN,100,375,101,True,True,featureNo=100 requested with UpDown=TRUE; switchBox 1.48.0 effectively retains up to 101 unique features because its inclusive lower-tail index contributes 51 features
P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,AD_vs_FTD,100,375,101,True,True,featureNo=100 requested with UpDown=TRUE; switchBox 1.48.0 effectively retains up to 101 unique features because its inclusive lower-tail index contributes 51 features
P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,CN_vs_FTD,100,375,101,True,True,featureNo=100 requested with UpDown=TRUE; switchBox 1.48.0 effectively retains up to 101 unique features because its inclusive lower-tail index contributes 51 features
P1_psd_bandpower_from_derivatives,PSD_ABSOLUTE_CHANNEL_BAND,ds004504__EC,AD_FTD_vs_CN,100,95,95,True,True,featureNo=100 requested with UpDown=TRUE; switchBox 1.48.0 effectively retains up to 101 unique features because its inclusive lower-tail index contributes 51 features
P1_psd_bandpower_from_derivatives,PSD_ABSOLUTE_CHANNEL_BAND,ds004504__EC,AD_vs_CN,100,95,95,True,True,featureNo=100 requested with UpDown=TRUE; switchBox 1.48.0 effectively retains up to 101 unique features because its inclusive lower-tail index contributes 51 features
P1_psd_bandpower_from_derivatives,PSD_ABSOLUTE_CHANNEL_BAND,ds004504__EC,AD_vs_FTD,100,95,95,True,True,featureNo=100 requested with UpDown=TRUE; switchBox 1.48.0 effectively retains up to 101 unique features because its inclusive lower-tail index contributes 51 features
P1_psd_bandpower_from_derivatives,PSD_ABSOLUTE_CHANNEL_BAND,ds004504__EC,CN_vs_FTD,100,95,95,True,True,featureNo=100 requested with UpDown=TRUE; switchBox 1.48.0 effectively retains up to 101 unique features because its inclusive lower-tail index contributes 51 features
P1_psd_bandpower_from_derivatives,PSD_ABSOLUTE_CHANNEL_BAND,ds006036__EO_or_photomark,AD_FTD_vs_CN,100,95,95,True,True,featureNo=100 requested with UpDown=TRUE; switchBox 1.48.0 effectively retains up to 101 unique features because its inclusive lower-tail index contributes 51 features
P1_psd_bandpower_from_derivatives,PSD_ABSOLUTE_CHANNEL_BAND,ds006036__EO_or_photomark,AD_vs_CN,100,95,95,True,True,featureNo=100 requested with UpDown=TRUE; switchBox 1.48.0 effectively retains up to 101 unique features because its inclusive lower-tail index contributes 51 features
P1_psd_bandpower_from_derivatives,PSD_ABSOLUTE_CHANNEL_BAND,ds006036__EO_or_photomark,AD_vs_FTD,100,95,95,True,True,featureNo=100 requested with UpDown=TRUE; switchBox 1.48.0 effectively retains up to 101 unique features because its inclusive lower-tail index contributes 51 features
P1_psd_bandpower_from_derivatives,PSD_ABSOLUTE_CHANNEL_BAND,ds006036__EO_or_photomark,CN_vs_FTD,100,95,95,True,True,featureNo=100 requested with UpDown=TRUE; switchBox 1.48.0 effectively retains up to 101 unique features because its inclusive lower-tail index contributes 51 features
P1_psd_bandpower_from_derivatives,PSD_REGION_ABSOLUTE,ds004504__EC,AD_FTD_vs_CN,100,25,25,True,True,featureNo=100 requested with UpDown=TRUE; switchBox 1.48.0 effectively retains up to 101 unique features because its inclusive lower-tail index contributes 51 features
P1_psd_bandpower_from_derivatives,PSD_REGION_ABSOLUTE,ds004504__EC,AD_vs_CN,100,25,25,True,True,featureNo=100 requested with UpDown=TRUE; switchBox 1.48.0 effectively retains up to 101 unique features because its inclusive lower-tail index contributes 51 features
P1_psd_bandpower_from_derivatives,PSD_REGION_ABSOLUTE,ds004504__EC,AD_vs_FTD,100,25,25,True,True,featureNo=100 requested with UpDown=TRUE; switchBox 1.48.0 effectively retains up to 101 unique features because its inclusive lower-tail index contributes 51 features
P1_psd_bandpower_from_derivatives,PSD_REGION_ABSOLUTE,ds004504__EC,CN_vs_FTD,100,25,25,True,True,featureNo=100 requested with UpDown=TRUE; switchBox 1.48.0 effectively retains up to 101 unique features because its inclusive lower-tail index contributes 51 features
P1_psd_bandpower_from_derivatives,PSD_REGION_ABSOLUTE,ds006036__EO_or_photomark,AD_FTD_vs_CN,100,25,25,True,True,featureNo=100 requested with UpDown=TRUE; switchBox 1.48.0 effectively retains up to 101 unique features because its inclusive lower-tail index contributes 51 features
P1_psd_bandpower_from_derivatives,PSD_REGION_ABSOLUTE,ds006036__EO_or_photomark,AD_vs_CN,100,25,25,True,True,featureNo=100 requested with UpDown=TRUE; switchBox 1.48.0 effectively retains up to 101 unique features because its inclusive lower-tail index contributes 51 features
P1_psd_bandpower_from_derivatives,PSD_REGION_ABSOLUTE,ds006036__EO_or_photomark,AD_vs_FTD,100,25,25,True,True,featureNo=100 requested with UpDown=TRUE; switchBox 1.48.0 effectively retains up to 101 unique features because its inclusive lower-tail index contributes 51 features
P1_psd_bandpower_from_derivatives,PSD_REGION_ABSOLUTE,ds006036__EO_or_photomark,CN_vs_FTD,100,25,25,True,True,featureNo=100 requested with UpDown=TRUE; switchBox 1.48.0 effectively retains up to 101 unique features because its inclusive lower-tail index contributes 51 features
