split_family,layer,world,condition,task,negative_class,positive_class,repeat_n,cross_split_family_pairing_performed,p_values_computed,original_selected_k_mean_n,original_selected_k_mean_mean,original_selected_k_mean_sd,original_selected_k_mean_median,original_selected_k_mean_q1,original_selected_k_mean_q3,original_selected_k_mean_min,original_selected_k_mean_max,adjusted_selected_k_mean_n,adjusted_selected_k_mean_mean,adjusted_selected_k_mean_sd,adjusted_selected_k_mean_median,adjusted_selected_k_mean_q1,adjusted_selected_k_mean_q3,adjusted_selected_k_mean_min,adjusted_selected_k_mean_max,delta_selected_k_mean_adjusted_minus_original_n,delta_selected_k_mean_adjusted_minus_original_mean,delta_selected_k_mean_adjusted_minus_original_sd,delta_selected_k_mean_adjusted_minus_original_median,delta_selected_k_mean_adjusted_minus_original_q1,delta_selected_k_mean_adjusted_minus_original_q3,delta_selected_k_mean_adjusted_minus_original_min,delta_selected_k_mean_adjusted_minus_original_max,direction_sensitive_jaccard_mean_n,direction_sensitive_jaccard_mean_mean,direction_sensitive_jaccard_mean_sd,direction_sensitive_jaccard_mean_median,direction_sensitive_jaccard_mean_q1,direction_sensitive_jaccard_mean_q3,direction_sensitive_jaccard_mean_min,direction_sensitive_jaccard_mean_max,direction_insensitive_jaccard_mean_n,direction_insensitive_jaccard_mean_mean,direction_insensitive_jaccard_mean_sd,direction_insensitive_jaccard_mean_median,direction_insensitive_jaccard_mean_q1,direction_insensitive_jaccard_mean_q3,direction_insensitive_jaccard_mean_min,direction_insensitive_jaccard_mean_max,direction_sensitive_overlap_coefficient_mean_n,direction_sensitive_overlap_coefficient_mean_mean,direction_sensitive_overlap_coefficient_mean_sd,direction_sensitive_overlap_coefficient_mean_median,direction_sensitive_overlap_coefficient_mean_q1,direction_sensitive_overlap_coefficient_mean_q3,direction_sensitive_overlap_coefficient_mean_min,direction_sensitive_overlap_coefficient_mean_max,direction_insensitive_overlap_coefficient_mean_n,direction_insensitive_overlap_coefficient_mean_mean,direction_insensitive_overlap_coefficient_mean_sd,direction_insensitive_overlap_coefficient_mean_median,direction_insensitive_overlap_coefficient_mean_q1,direction_insensitive_overlap_coefficient_mean_q3,direction_insensitive_overlap_coefficient_mean_min,direction_insensitive_overlap_coefficient_mean_max,reversal_rate_among_common_unordered_pairs_n,reversal_rate_among_common_unordered_pairs_mean,reversal_rate_among_common_unordered_pairs_sd,reversal_rate_among_common_unordered_pairs_median,reversal_rate_among_common_unordered_pairs_q1,reversal_rate_among_common_unordered_pairs_q3,reversal_rate_among_common_unordered_pairs_min,reversal_rate_among_common_unordered_pairs_max,original_train_tie_rate_n,original_train_tie_rate_mean,original_train_tie_rate_sd,original_train_tie_rate_median,original_train_tie_rate_q1,original_train_tie_rate_q3,original_train_tie_rate_min,original_train_tie_rate_max,adjusted_train_tie_rate_n,adjusted_train_tie_rate_mean,adjusted_train_tie_rate_sd,adjusted_train_tie_rate_median,adjusted_train_tie_rate_q1,adjusted_train_tie_rate_q3,adjusted_train_tie_rate_min,adjusted_train_tie_rate_max,delta_train_tie_rate_adjusted_minus_original_n,delta_train_tie_rate_adjusted_minus_original_mean,delta_train_tie_rate_adjusted_minus_original_sd,delta_train_tie_rate_adjusted_minus_original_median,delta_train_tie_rate_adjusted_minus_original_q1,delta_train_tie_rate_adjusted_minus_original_q3,delta_train_tie_rate_adjusted_minus_original_min,delta_train_tie_rate_adjusted_minus_original_max,original_test_tie_rate_n,original_test_tie_rate_mean,original_test_tie_rate_sd,original_test_tie_rate_median,original_test_tie_rate_q1,original_test_tie_rate_q3,original_test_tie_rate_min,original_test_tie_rate_max,adjusted_test_tie_rate_n,adjusted_test_tie_rate_mean,adjusted_test_tie_rate_sd,adjusted_test_tie_rate_median,adjusted_test_tie_rate_q1,adjusted_test_tie_rate_q3,adjusted_test_tie_rate_min,adjusted_test_tie_rate_max,delta_test_tie_rate_adjusted_minus_original_n,delta_test_tie_rate_adjusted_minus_original_mean,delta_test_tie_rate_adjusted_minus_original_sd,delta_test_tie_rate_adjusted_minus_original_median,delta_test_tie_rate_adjusted_minus_original_q1,delta_test_tie_rate_adjusted_minus_original_q3,delta_test_tie_rate_adjusted_minus_original_min,delta_test_tie_rate_adjusted_minus_original_max
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,AD_vs_FTD,FTD,AD,20,False,False,20,7.62,1.1349008767288884,8.0,6.9,8.2,5.0,9.0,20,7.2,1.0094292290304716,7.4,6.2,7.8999999999999995,5.8,9.0,20,-0.42000000000000004,1.3073073975079263,-0.8,-1.2,0.8,-3.2,1.6,20,0.052530023897670954,0.0362639455527444,0.04340463458110517,0.02821590174531351,0.0711657215333686,0.0,0.15804195804195803,20,0.052530023897670954,0.0362639455527444,0.04340463458110517,0.02821590174531351,0.0711657215333686,0.0,0.15804195804195803,20,0.114,0.06529226540737648,0.09555555555555556,0.06666666666666667,0.1688888888888889,0.0,0.23555555555555557,20,0.114,0.06529226540737648,0.09555555555555556,0.06666666666666667,0.1688888888888889,0.0,0.23555555555555557,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,CN_vs_FTD,CN,FTD,20,False,False,20,7.64,0.8549546002104745,7.8,7.0,8.2,5.8,9.0,20,7.18,1.2344186784410751,6.8,6.499999999999999,8.2,5.0,9.0,20,-0.46,1.5370511753970566,-0.6000000000000001,-1.6,0.5,-3.2,2.4,20,0.05551076211370329,0.02790009647086389,0.047549019607843135,0.036596736596736595,0.08051470588235293,0.0,0.10500000000000001,20,0.05551076211370329,0.02790009647086389,0.047549019607843135,0.036596736596736595,0.08051470588235293,0.0,0.10500000000000001,20,0.11666666666666667,0.05101949582136369,0.10444444444444445,0.08888888888888888,0.1488888888888889,0.0,0.21333333333333332,20,0.11666666666666667,0.05101949582136369,0.10444444444444445,0.08888888888888888,0.1488888888888889,0.0,0.21333333333333332,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_FTD_vs_CN,CN,AD_FTD,20,False,False,20,6.4,1.3825986212087804,6.4,5.4,7.4,3.8,9.0,20,5.36,1.209784669835265,5.4,4.5,5.8999999999999995,3.8,8.2,20,-1.04,1.6940763668861287,-0.8,-2.1,0.1,-5.2,1.6,20,0.06710694534223946,0.04467559804396739,0.06105763517528224,0.04025210084033613,0.09785714285714286,0.0,0.15151515151515152,20,0.06710694534223946,0.04467559804396739,0.06105763517528224,0.04025210084033613,0.09785714285714286,0.0,0.15151515151515152,20,0.17133333333333334,0.14480458926023446,0.16444444444444445,0.08333333333333331,0.20555555555555555,0.0,0.6133333333333333,20,0.17133333333333334,0.14480458926023446,0.16444444444444445,0.08333333333333331,0.20555555555555555,0.0,0.6133333333333333,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_vs_CN,CN,AD,20,False,False,20,5.9,0.9872876187339044,5.8,5.200000000000001,6.6,4.6,7.8,20,5.18,1.0894711416192044,5.0,4.5,5.8999999999999995,3.4,7.0,20,-0.72,1.364821175870767,-1.0,-1.7000000000000002,0.1,-2.4,2.0,20,0.01945353502706444,0.017949328252422285,0.015384615384615385,0.011764705882352941,0.02291666666666666,0.0,0.07532467532467532,20,0.01945353502706444,0.017949328252422285,0.015384615384615385,0.011764705882352941,0.02291666666666666,0.0,0.07532467532467532,20,0.04377777777777778,0.03902049577232955,0.04,0.02222222222222222,0.06666666666666667,0.0,0.15555555555555556,20,0.04377777777777778,0.03902049577232955,0.04,0.02222222222222222,0.06666666666666667,0.0,0.15555555555555556,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_vs_FTD,FTD,AD,20,False,False,20,6.36,0.9571888665857899,6.2,5.699999999999999,7.0,5.0,8.2,20,6.72,1.2181089744699405,7.0,5.8,7.500000000000001,5.0,9.0,20,0.36000000000000004,1.764682765586465,0.2,-1.2,1.7000000000000002,-2.8,3.2,20,0.020557496425143484,0.03797200571298662,0.0,0.0,0.019886363636363636,0.0,0.14509803921568626,20,0.020557496425143484,0.03797200571298662,0.0,0.0,0.019886363636363636,0.0,0.14509803921568626,20,0.03688888888888889,0.06004719824349915,0.0,0.0,0.04999999999999999,0.0,0.23555555555555555,20,0.03688888888888889,0.06004719824349915,0.0,0.0,0.04999999999999999,0.0,0.23555555555555555,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0065982618198456985,0.0038896958152284814,0.006708587269719662,0.0035097453407312565,0.00943065330044579,0.0,0.013100436681222707,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,-0.0065982618198456985,0.0038896958152284814,-0.006708587269719662,-0.00943065330044579,-0.0035097453407312565,-0.013100436681222707,0.0,20,0.005785352705912894,0.0041042252128579045,0.005917211557819735,0.0024451614813060596,0.00876146700025213,0.0,0.012698412698412698,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,-0.005785352705912894,0.0041042252128579045,-0.005917211557819735,-0.00876146700025213,-0.0024451614813060596,-0.012698412698412698,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,CN_vs_FTD,CN,FTD,20,False,False,20,7.14,1.2799671048404657,7.2,6.499999999999999,8.2,3.4,9.0,20,6.58,0.9490161110051654,6.6,6.2,7.1,3.8,7.8,20,-0.5599999999999999,1.3003643214195983,-0.4,-1.2,0.1,-3.6,2.0,20,0.040916745019686195,0.02693958927120193,0.03504901960784314,0.025,0.05044117647058824,0.0,0.10666666666666666,20,0.040916745019686195,0.02693958927120193,0.03504901960784314,0.025,0.05044117647058824,0.0,0.10666666666666666,20,0.08911111111111111,0.05912904797550801,0.07333333333333333,0.04444444444444444,0.1111111111111111,0.0,0.21333333333333332,20,0.08911111111111111,0.05912904797550801,0.07333333333333333,0.04444444444444444,0.1111111111111111,0.0,0.21333333333333332,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0010203331881536149,0.00250831479812424,0.0,0.0,0.0,0.0,0.007596685082872928,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,-0.0010203331881536149,0.00250831479812424,0.0,0.0,0.0,-0.007596685082872928,0.0,20,0.0011272570501115846,0.0031184363113939116,0.0,0.0,0.0,0.0,0.010752688172043012,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,-0.0011272570501115846,0.0031184363113939116,0.0,0.0,0.0,-0.010752688172043012,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds004504__EC,AD_FTD_vs_CN,CN,AD_FTD,20,False,False,20,6.5,0.8297114273237285,6.2,5.8,7.0,5.4,8.2,20,5.9399999999999995,0.9472397573448533,6.2,5.300000000000001,6.6,4.2,8.2,20,-0.5599999999999999,1.2270632463432012,-0.8,-1.2,0.1,-2.8,2.0,20,0.13158166506695917,0.05997273369558109,0.1236204481792717,0.10012362637362637,0.1538036963036963,0.04444444444444444,0.28285714285714286,20,0.13158166506695917,0.05997273369558109,0.1236204481792717,0.10012362637362637,0.1538036963036963,0.04444444444444444,0.28285714285714286,20,0.2793333333333333,0.1093452663102406,0.28888888888888886,0.19777777777777777,0.34111111111111114,0.08,0.4755555555555555,20,0.2793333333333333,0.1093452663102406,0.28888888888888886,0.19777777777777777,0.34111111111111114,0.08,0.4755555555555555,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds004504__EC,AD_vs_CN,CN,AD,20,False,False,20,5.44,1.145425685062108,5.4,4.5,5.8999999999999995,4.2,8.2,20,4.48,1.1019599763483627,4.4,3.6999999999999997,5.4,2.2,6.6,20,-0.96,1.81409684648341,-0.4,-2.8,0.4,-4.4,2.0,20,0.05060257226433697,0.030082929742104438,0.04991452991452991,0.029326923076923077,0.06666666666666667,0.0,0.11818181818181818,20,0.05060257226433697,0.030082929742104438,0.04991452991452991,0.029326923076923077,0.06666666666666667,0.0,0.11818181818181818,20,0.13622222222222222,0.08767919551145564,0.11777777777777777,0.07666666666666666,0.2,0.0,0.3466666666666667,20,0.13622222222222222,0.08767919551145564,0.11777777777777777,0.07666666666666666,0.2,0.0,0.3466666666666667,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds004504__EC,AD_vs_FTD,FTD,AD,20,False,False,20,7.26,0.9560885226577581,7.2,6.499999999999999,8.2,5.8,9.0,20,6.62,1.0971734018304538,6.4,5.8,7.1,4.6,9.0,20,-0.64,1.4876332315389258,-1.2,-1.7000000000000002,0.4,-2.8,2.0,20,0.05711794088264677,0.049887128198986906,0.04723479135243841,0.03178733031674208,0.06368006993006993,0.0,0.22714932126696832,20,0.05711794088264677,0.049887128198986906,0.04723479135243841,0.03178733031674208,0.06368006993006993,0.0,0.22714932126696832,20,0.12844444444444444,0.095626520636238,0.11555555555555555,0.07555555555555556,0.15333333333333332,0.0,0.39555555555555555,20,0.12844444444444444,0.095626520636238,0.11555555555555555,0.07555555555555556,0.15333333333333332,0.0,0.39555555555555555,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds004504__EC,CN_vs_FTD,CN,FTD,20,False,False,20,6.94,1.0404452488187321,7.0,6.2,7.500000000000001,4.2,9.0,20,6.24,1.303598259070881,6.2,5.4,7.1,3.0,9.0,20,-0.7,1.7112629992586117,-0.6000000000000001,-2.0,0.5,-4.4,2.0,20,0.10288720103425986,0.05402921782138006,0.09325720031602384,0.0662004662004662,0.12807812285753462,0.033566433566433566,0.2540659340659341,20,0.10288720103425986,0.05402921782138006,0.09325720031602384,0.0662004662004662,0.12807812285753462,0.033566433566433566,0.2540659340659341,20,0.23888888888888887,0.11552743697475988,0.22888888888888886,0.15,0.31555555555555553,0.08888888888888888,0.49333333333333335,20,0.23888888888888887,0.11552743697475988,0.22888888888888886,0.15,0.31555555555555553,0.08888888888888888,0.49333333333333335,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,AD_FTD_vs_CN,CN,AD_FTD,20,False,False,20,6.8,1.042264740588342,7.0,6.2,7.4,4.2,8.2,20,6.26,1.1842830387156078,6.6,5.4,7.0,3.8,8.2,20,-0.54,1.7616977457465344,-0.6000000000000001,-1.7000000000000002,0.5,-3.6,2.8,20,0.1199698797934092,0.0404716437295381,0.11282790738673093,0.09081585081585081,0.15372280497280497,0.058333333333333334,0.20871794871794871,20,0.1199698797934092,0.0404716437295381,0.11282790738673093,0.09081585081585081,0.15372280497280497,0.058333333333333334,0.20871794871794871,20,0.24711111111111111,0.07158322809506024,0.24888888888888888,0.19444444444444442,0.3,0.12444444444444444,0.37333333333333335,20,0.24711111111111111,0.07158322809506024,0.24888888888888888,0.19444444444444442,0.3,0.12444444444444444,0.37333333333333335,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.00015384615384615385,0.0006880209161537814,0.0,0.0,0.0,0.0,0.003076923076923077,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,-0.00015384615384615385,0.0006880209161537814,0.0,0.0,0.0,-0.003076923076923077,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,AD_vs_CN,CN,AD,20,False,False,20,5.78,1.5105244819354355,6.0,5.0,6.6,2.6,9.0,20,5.52,1.2454548947018684,5.4,4.6,6.300000000000001,3.4,7.8,20,-0.26,2.1570935611556,0.0,-1.2999999999999998,0.4,-4.4,5.2,20,0.11693609984786456,0.055544838987204644,0.11656565656565657,0.08067307692307693,0.15158077216900745,0.037606837606837605,0.2318181818181818,20,0.11693609984786456,0.055544838987204644,0.11656565656565657,0.08067307692307693,0.15158077216900745,0.037606837606837605,0.2318181818181818,20,0.2808888888888889,0.09318952998607377,0.28444444444444444,0.24888888888888888,0.35222222222222227,0.08,0.43555555555555553,20,0.2808888888888889,0.09318952998607377,0.28444444444444444,0.24888888888888888,0.35222222222222227,0.08,0.43555555555555553,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.00021668067619314466,0.0006689155224307384,0.0,0.0,0.0,0.0,0.002325581395348837,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,-0.00021668067619314466,0.0006689155224307384,0.0,0.0,0.0,-0.002325581395348837,0.0,20,0.001072114201329067,0.0038338100637089144,0.0,0.0,0.0,0.0,0.016736401673640166,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,-0.001072114201329067,0.0038338100637089144,0.0,0.0,0.0,-0.016736401673640166,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,AD_vs_FTD,FTD,AD,20,False,False,20,6.98,1.1714139005133026,7.4,6.1000000000000005,7.4,4.6,9.0,20,7.34,0.9016943116039644,7.2,6.6,7.8999999999999995,5.8,9.0,20,0.36000000000000004,1.5349952854376425,0.2,-0.5,1.1,-2.8,4.0,20,0.03129590017825312,0.016739681910226015,0.027149321266968326,0.02051282051282051,0.04217948717948718,0.011764705882352941,0.0668997668997669,20,0.03129590017825312,0.016739681910226015,0.027149321266968326,0.02051282051282051,0.04217948717948718,0.011764705882352941,0.0668997668997669,20,0.07288888888888889,0.04728688383385027,0.06222222222222222,0.04,0.09666666666666665,0.02222222222222222,0.18666666666666668,20,0.07288888888888889,0.04728688383385027,0.06222222222222222,0.04,0.09666666666666665,0.02222222222222222,0.18666666666666668,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.00255696872500538,0.003453386034519046,0.001148107139091005,0.0,0.0031779661016949155,0.0,0.011049723756906077,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,-0.00255696872500538,0.003453386034519046,-0.001148107139091005,-0.0031779661016949155,0.0,-0.011049723756906077,0.0,20,0.002887852185092832,0.004270634440099981,0.0,0.0,0.004669989324107535,0.0,0.014760147601476014,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,-0.002887852185092832,0.004270634440099981,0.0,-0.004669989324107535,0.0,-0.014760147601476014,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,CN_vs_FTD,CN,FTD,20,False,False,20,6.66,0.8133103246673598,6.6,6.2,7.0,5.0,8.2,20,6.32,1.1246519929574472,6.6,6.0,7.0,3.0,7.8,20,-0.33999999999999997,1.2193181873921437,0.0,-0.6000000000000001,0.4,-2.8,1.2,20,0.06454593445769916,0.04377048147311043,0.06538461538461537,0.03021978021978022,0.10142482517482518,0.0,0.14836144247908953,20,0.06454593445769916,0.04377048147311043,0.06538461538461537,0.03021978021978022,0.10142482517482518,0.0,0.14836144247908953,20,0.14444444444444443,0.0847762027246329,0.15333333333333332,0.06666666666666667,0.1833333333333333,0.0,0.31555555555555553,20,0.14444444444444443,0.0847762027246329,0.15333333333333332,0.06666666666666667,0.1833333333333333,0.0,0.31555555555555553,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1,P1_psd_bandpower_from_derivatives,PSD_ABSOLUTE_CHANNEL_BAND,ds004504__EC,AD_FTD_vs_CN,CN,AD_FTD,20,False,False,20,8.26,0.6524447950028537,8.2,7.8,9.0,7.0,9.0,20,7.739999999999999,0.9560885226577581,8.0,7.0,8.2,5.0,9.0,20,-0.52,1.0630640917451284,-0.8,-1.2,0.1,-3.2,1.6,20,0.07108777660248249,0.040759786544043414,0.06391402714932126,0.04852941176470588,0.09152509255450432,0.011764705882352941,0.16843434343434344,20,0.07108777660248249,0.040759786544043414,0.06391402714932126,0.04852941176470588,0.09152509255450432,0.011764705882352941,0.16843434343434344,20,0.14733333333333332,0.09104147959665143,0.13111111111111112,0.08888888888888888,0.18444444444444444,0.02222222222222222,0.36444444444444446,20,0.14733333333333332,0.09104147959665143,0.13111111111111112,0.08888888888888888,0.18444444444444444,0.02222222222222222,0.36444444444444446,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1,P1_psd_bandpower_from_derivatives,PSD_ABSOLUTE_CHANNEL_BAND,ds004504__EC,AD_vs_CN,CN,AD,20,False,False,20,6.88,1.1321149281439211,6.8,6.2,7.6000000000000005,5.0,9.0,20,8.34,0.5547877735532846,8.2,8.1,9.0,7.4,9.0,20,1.46,1.337869476758516,1.4,0.8,2.2,-0.8,4.0,20,0.05140153637212461,0.022591132190749732,0.04533113944878651,0.038680069930069935,0.07150641025641026,0.011764705882352941,0.09866946778711484,20,0.05140153637212461,0.022591132190749732,0.04533113944878651,0.038680069930069935,0.07150641025641026,0.011764705882352941,0.09866946778711484,20,0.11822222222222221,0.05245673361813848,0.10666666666666666,0.08444444444444445,0.1577777777777778,0.02222222222222222,0.21333333333333332,20,0.11822222222222221,0.05245673361813848,0.10666666666666666,0.08444444444444445,0.1577777777777778,0.02222222222222222,0.21333333333333332,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1,P1_psd_bandpower_from_derivatives,PSD_ABSOLUTE_CHANNEL_BAND,ds004504__EC,AD_vs_FTD,FTD,AD,20,False,False,20,8.7,0.5005260390723681,9.0,8.2,9.0,7.4,9.0,20,8.08,0.8811475771013496,8.2,7.4,9.0,6.2,9.0,20,-0.62,1.1857043210017013,-0.8,-1.6,0.0,-2.8,1.6,20,0.026980323597970656,0.01807121691649039,0.027149321266968326,0.011764705882352941,0.03730203619909502,0.0,0.06048265460030166,20,0.026980323597970656,0.01807121691649039,0.027149321266968326,0.011764705882352941,0.03730203619909502,0.0,0.06048265460030166,20,0.06133333333333333,0.04320132840351625,0.06222222222222222,0.02222222222222222,0.09,0.0,0.14222222222222222,20,0.06133333333333333,0.04320132840351625,0.06222222222222222,0.02222222222222222,0.09,0.0,0.14222222222222222,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1,P1_psd_bandpower_from_derivatives,PSD_ABSOLUTE_CHANNEL_BAND,ds004504__EC,CN_vs_FTD,CN,FTD,20,False,False,20,7.52,0.7352765322974535,7.6,6.9,8.2,6.2,9.0,20,7.96,1.0414564700204076,8.0,7.4,9.0,5.4,9.0,20,0.44,1.0292562465453545,0.4,-0.1,1.2,-1.6,2.8,20,0.03629104229104229,0.020709255821161475,0.0330316742081448,0.023529411764705882,0.04633601692425221,0.011764705882352941,0.08787878787878788,20,0.03629104229104229,0.020709255821161475,0.0330316742081448,0.023529411764705882,0.04633601692425221,0.011764705882352941,0.08787878787878788,20,0.07844444444444444,0.04997777283731017,0.06666666666666667,0.04444444444444444,0.10666666666666666,0.02222222222222222,0.2,20,0.07844444444444444,0.04997777283731017,0.06666666666666667,0.04444444444444444,0.10666666666666666,0.02222222222222222,0.2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
