job_id,original_selected_k,adjusted_selected_k,max_abs_relation_metric_error,status
tier1_main_000143,5,5,0.0,PASS
tier1_main_000145,3,3,0.0,PASS
tier1_main_000147,5,9,0.0,PASS
tier1_main_000149,3,5,0.0,PASS
tier1_main_000151,5,9,0.0,PASS
tier1_main_000153,5,5,0.0,PASS
tier1_main_000155,9,9,0.0,PASS
tier1_main_000157,9,9,0.0,PASS
tier1_main_000159,9,9,0.0,PASS
tier1_main_000161,5,9,0.0,PASS
tier1_main_000163,9,9,0.0,PASS
tier1_main_000165,1,3,0.0,PASS
tier1_main_000167,5,5,0.0,PASS
tier1_main_000169,9,9,0.0,PASS
tier1_main_000171,5,9,0.0,PASS
tier1_main_000173,5,9,0.0,PASS
tier1_main_000175,9,5,0.0,PASS
tier1_main_000177,5,9,0.0,PASS
tier1_main_000179,9,9,0.0,PASS
tier1_main_000181,5,9,0.0,PASS
tier1_main_000183,9,5,0.0,PASS
tier1_main_000185,5,5,0.0,PASS
tier1_main_000187,1,9,0.0,PASS
tier1_main_000189,9,9,0.0,PASS
tier1_main_000191,5,9,0.0,PASS
tier1_main_000193,9,9,0.0,PASS
tier1_main_000195,9,9,0.0,PASS
tier1_main_000197,3,3,0.0,PASS
tier1_main_000199,9,5,0.0,PASS
tier1_main_000201,9,5,0.0,PASS
tier1_main_000203,9,9,0.0,PASS
tier1_main_000205,5,5,0.0,PASS
tier1_main_000207,9,5,0.0,PASS
tier1_main_000209,9,9,0.0,PASS
tier1_main_000211,5,9,0.0,PASS
tier1_main_000213,9,5,0.0,PASS
tier1_main_000215,9,9,0.0,PASS
tier1_main_000217,9,9,0.0,PASS
tier1_main_000219,9,9,0.0,PASS
tier1_main_000221,9,9,0.0,PASS
tier1_main_000223,5,9,0.0,PASS
tier1_main_000225,9,3,0.0,PASS
tier1_main_000227,9,9,0.0,PASS
tier1_main_000229,5,5,0.0,PASS
tier1_main_000231,9,9,0.0,PASS
tier1_main_000233,9,9,0.0,PASS
tier1_main_000235,9,9,0.0,PASS
tier1_main_000237,9,5,0.0,PASS
tier1_main_000239,3,9,0.0,PASS
tier1_main_000241,9,5,0.0,PASS
tier1_main_000243,9,5,0.0,PASS
tier1_main_000245,9,5,0.0,PASS
tier1_main_000247,9,9,0.0,PASS
tier1_main_000249,9,9,0.0,PASS
tier1_main_000251,3,9,0.0,PASS
tier1_main_000253,9,9,0.0,PASS
tier1_main_000255,9,5,0.0,PASS
tier1_main_000257,5,9,0.0,PASS
tier1_main_000259,9,9,0.0,PASS
tier1_main_000261,9,5,0.0,PASS
tier1_main_000263,5,3,0.0,PASS
tier1_main_000265,9,5,0.0,PASS
tier1_main_000267,5,3,0.0,PASS
tier1_main_000269,5,9,0.0,PASS
tier1_main_000271,9,9,0.0,PASS
tier1_main_000273,9,5,0.0,PASS
tier1_main_000275,9,9,0.0,PASS
tier1_main_000277,9,3,0.0,PASS
tier1_main_000279,5,5,0.0,PASS
tier1_main_000281,9,9,0.0,PASS
tier1_main_000283,5,9,0.0,PASS
tier1_main_000285,3,3,0.0,PASS
tier1_main_000287,9,3,0.0,PASS
tier1_main_000289,9,9,0.0,PASS
tier1_main_000291,3,5,0.0,PASS
tier1_main_000293,9,5,0.0,PASS
tier1_main_000295,9,3,0.0,PASS
tier1_main_000297,5,9,0.0,PASS
tier1_main_000299,9,9,0.0,PASS
tier1_main_000301,9,9,0.0,PASS
tier1_main_000303,5,3,0.0,PASS
tier1_main_000305,9,5,0.0,PASS
tier1_main_000307,9,9,0.0,PASS
tier1_main_000309,9,3,0.0,PASS
tier1_main_000311,5,9,0.0,PASS
tier1_main_000313,5,9,0.0,PASS
tier1_main_000315,9,9,0.0,PASS
tier1_main_000317,9,9,0.0,PASS
tier1_main_000319,3,5,0.0,PASS
tier1_main_000321,5,9,0.0,PASS
tier1_main_000323,9,9,0.0,PASS
tier1_main_000325,9,9,0.0,PASS
tier1_main_000327,9,9,0.0,PASS
tier1_main_000329,9,9,0.0,PASS
tier1_main_000331,5,9,0.0,PASS
tier1_main_000333,9,9,0.0,PASS
tier1_main_000335,9,9,0.0,PASS
tier1_main_000337,9,5,0.0,PASS
tier1_main_000339,9,9,0.0,PASS
tier1_main_000341,9,9,0.0,PASS
tier1_main_000343,9,9,0.0,PASS
tier1_main_000345,9,5,0.0,PASS
tier1_main_000347,9,9,0.0,PASS
tier1_main_000349,9,9,0.0,PASS
tier1_main_000351,9,9,0.0,PASS
tier1_main_000353,5,9,0.0,PASS
tier1_main_000355,9,9,0.0,PASS
tier1_main_000357,5,9,0.0,PASS
tier1_main_000359,9,9,0.0,PASS
tier1_main_000361,9,9,0.0,PASS
tier1_main_000363,3,9,0.0,PASS
tier1_main_000365,9,9,0.0,PASS
tier1_main_000367,3,5,0.0,PASS
tier1_main_000369,5,9,0.0,PASS
tier1_main_000371,9,3,0.0,PASS
tier1_main_000373,9,9,0.0,PASS
tier1_main_000375,9,3,0.0,PASS
tier1_main_000377,3,9,0.0,PASS
tier1_main_000379,9,9,0.0,PASS
tier1_main_000381,5,5,0.0,PASS
tier1_main_000383,9,5,0.0,PASS
tier1_main_000385,5,9,0.0,PASS
tier1_main_000387,9,9,0.0,PASS
tier1_main_000389,9,5,0.0,PASS
tier1_main_000391,5,3,0.0,PASS
tier1_main_000393,9,3,0.0,PASS
tier1_main_000395,9,9,0.0,PASS
tier1_main_000397,9,5,0.0,PASS
tier1_main_000399,9,5,0.0,PASS
tier1_main_000401,3,9,0.0,PASS
tier1_main_000403,9,5,0.0,PASS
tier1_main_000405,3,5,0.0,PASS
tier1_main_000407,5,9,0.0,PASS
tier1_main_000409,5,5,0.0,PASS
tier1_main_000411,5,9,0.0,PASS
tier1_main_000413,9,9,0.0,PASS
tier1_main_000415,9,3,0.0,PASS
tier1_main_000417,9,5,0.0,PASS
tier1_main_000419,9,5,0.0,PASS
tier1_main_000421,9,9,0.0,PASS
tier1_main_000423,9,9,0.0,PASS
tier1_main_000425,9,3,0.0,PASS
tier1_main_000427,9,9,0.0,PASS
tier1_main_000429,5,9,0.0,PASS
tier1_main_000431,9,3,0.0,PASS
tier1_main_000433,9,3,0.0,PASS
tier1_main_000435,3,5,0.0,PASS
tier1_main_000437,9,9,0.0,PASS
tier1_main_000439,9,9,0.0,PASS
tier1_main_000441,9,9,0.0,PASS
tier1_main_000443,3,9,0.0,PASS
tier1_main_000445,5,3,0.0,PASS
tier1_main_000447,9,5,0.0,PASS
tier1_main_000449,5,9,0.0,PASS
tier1_main_000451,5,9,0.0,PASS
tier1_main_000453,9,9,0.0,PASS
tier1_main_000455,9,9,0.0,PASS
tier1_main_000457,9,9,0.0,PASS
tier1_main_000459,9,9,0.0,PASS
tier1_main_000461,9,9,0.0,PASS
tier1_main_000463,9,9,0.0,PASS
tier1_main_000465,5,9,0.0,PASS
tier1_main_000467,9,3,0.0,PASS
tier1_main_000469,9,5,0.0,PASS
tier1_main_000471,9,3,0.0,PASS
tier1_main_000473,9,9,0.0,PASS
tier1_main_000475,5,9,0.0,PASS
tier1_main_000477,9,3,0.0,PASS
tier1_main_000479,3,5,0.0,PASS
tier1_main_000481,9,9,0.0,PASS
tier1_main_000483,9,5,0.0,PASS
tier1_main_000485,5,9,0.0,PASS
tier1_main_000487,3,5,0.0,PASS
tier1_main_000489,5,9,0.0,PASS
tier1_main_000491,5,5,0.0,PASS
tier1_main_000493,9,5,0.0,PASS
tier1_main_000495,3,9,0.0,PASS
tier1_main_000497,9,9,0.0,PASS
tier1_main_000499,9,3,0.0,PASS
tier1_main_000501,9,9,0.0,PASS
tier1_main_000503,9,9,0.0,PASS
tier1_main_000505,9,5,0.0,PASS
tier1_main_000507,5,5,0.0,PASS
tier1_main_000509,9,9,0.0,PASS
tier1_main_000511,9,5,0.0,PASS
tier1_main_000513,5,9,0.0,PASS
tier1_main_000515,9,5,0.0,PASS
tier1_main_000517,5,3,0.0,PASS
tier1_main_000519,5,9,0.0,PASS
tier1_main_000521,9,9,0.0,PASS
tier1_main_000523,9,9,0.0,PASS
tier1_main_000525,5,9,0.0,PASS
tier1_main_000527,5,5,0.0,PASS
tier1_main_000529,3,5,0.0,PASS
tier1_main_000531,9,5,0.0,PASS
tier1_main_000533,9,9,0.0,PASS
tier1_main_000535,5,9,0.0,PASS
tier1_main_000537,9,5,0.0,PASS
tier1_main_000539,9,9,0.0,PASS
tier1_main_000541,9,9,0.0,PASS
tier1_main_000543,3,9,0.0,PASS
tier1_main_000545,9,9,0.0,PASS
tier1_main_000547,9,9,0.0,PASS
tier1_main_000549,9,9,0.0,PASS
tier1_main_000551,9,9,0.0,PASS
tier1_main_000553,9,5,0.0,PASS
tier1_main_000555,5,9,0.0,PASS
tier1_main_000557,5,9,0.0,PASS
tier1_main_000559,9,9,0.0,PASS
tier1_main_000561,9,5,0.0,PASS
tier1_main_000563,9,5,0.0,PASS
tier1_main_000565,9,9,0.0,PASS
tier1_main_000567,9,9,0.0,PASS
tier1_main_000569,9,9,0.0,PASS
tier1_main_000571,9,3,0.0,PASS
tier1_main_000573,9,9,0.0,PASS
tier1_main_000575,9,3,0.0,PASS
tier1_main_000577,9,9,0.0,PASS
tier1_main_000579,9,5,0.0,PASS
tier1_main_000581,9,9,0.0,PASS
tier1_main_000583,9,5,0.0,PASS
tier1_main_000585,9,9,0.0,PASS
tier1_main_000587,9,9,0.0,PASS
tier1_main_000589,9,9,0.0,PASS
tier1_main_000591,9,9,0.0,PASS
tier1_main_000593,9,5,0.0,PASS
tier1_main_000595,9,9,0.0,PASS
tier1_main_000597,9,9,0.0,PASS
tier1_main_000599,9,9,0.0,PASS
tier1_main_000601,3,5,0.0,PASS
tier1_main_000603,9,9,0.0,PASS
tier1_main_000605,5,3,0.0,PASS
tier1_main_000607,9,9,0.0,PASS
tier1_main_000609,9,9,0.0,PASS
tier1_main_000611,9,9,0.0,PASS
tier1_main_000613,5,9,0.0,PASS
tier1_main_000615,9,9,0.0,PASS
tier1_main_000617,5,9,0.0,PASS
tier1_main_000619,9,3,0.0,PASS
tier1_main_000621,5,3,0.0,PASS
tier1_main_000623,5,9,0.0,PASS
tier1_main_000625,3,3,0.0,PASS
tier1_main_000627,5,9,0.0,PASS
tier1_main_000629,5,5,0.0,PASS
tier1_main_000631,9,5,0.0,PASS
tier1_main_000633,9,9,0.0,PASS
tier1_main_000635,9,9,0.0,PASS
tier1_main_000637,9,9,0.0,PASS
tier1_main_000639,5,9,0.0,PASS
tier1_main_000641,9,9,0.0,PASS
tier1_main_000643,3,9,0.0,PASS
tier1_main_000645,3,9,0.0,PASS
tier1_main_000647,3,9,0.0,PASS
tier1_main_000649,9,5,0.0,PASS
tier1_main_000651,5,9,0.0,PASS
tier1_main_000653,9,9,0.0,PASS
tier1_main_000655,9,9,0.0,PASS
tier1_main_000657,1,5,0.0,PASS
tier1_main_000659,5,3,0.0,PASS
tier1_main_000661,5,9,0.0,PASS
tier1_main_000663,5,5,0.0,PASS
tier1_main_000665,9,5,0.0,PASS
tier1_main_000667,9,9,0.0,PASS
tier1_main_000669,9,3,0.0,PASS
tier1_main_000671,5,5,0.0,PASS
tier1_main_000673,5,3,0.0,PASS
tier1_main_000675,9,9,0.0,PASS
tier1_main_000677,5,9,0.0,PASS
tier1_main_000679,3,9,0.0,PASS
tier1_main_000681,3,9,0.0,PASS
tier1_main_000683,9,9,0.0,PASS
tier1_main_000685,5,9,0.0,PASS
tier1_main_000687,5,5,0.0,PASS
tier1_main_000689,3,5,0.0,PASS
tier1_main_000691,3,9,0.0,PASS
tier1_main_000693,3,9,0.0,PASS
tier1_main_000695,5,9,0.0,PASS
tier1_main_000697,9,9,0.0,PASS
tier1_main_000699,9,3,0.0,PASS
tier1_main_000701,9,9,0.0,PASS
tier1_main_000703,3,5,0.0,PASS
tier1_main_000705,5,9,0.0,PASS
tier1_main_000707,9,9,0.0,PASS
tier1_main_000709,3,5,0.0,PASS
tier1_main_000711,5,3,0.0,PASS
tier1_main_000713,3,5,0.0,PASS
tier1_main_000715,9,9,0.0,PASS
tier1_main_000717,9,9,0.0,PASS
tier1_main_000719,9,9,0.0,PASS
tier1_main_000721,5,5,0.0,PASS
tier1_main_000723,9,9,0.0,PASS
tier1_main_000725,5,9,0.0,PASS
tier1_main_000727,9,9,0.0,PASS
tier1_main_000729,3,9,0.0,PASS
tier1_main_000731,3,9,0.0,PASS
tier1_main_000733,5,9,0.0,PASS
tier1_main_000735,9,9,0.0,PASS
tier1_main_000737,9,5,0.0,PASS
tier1_main_000739,1,9,0.0,PASS
tier1_main_000741,9,9,0.0,PASS
tier1_main_000743,9,3,0.0,PASS
tier1_main_000745,9,9,0.0,PASS
tier1_main_000747,3,9,0.0,PASS
tier1_main_000749,3,9,0.0,PASS
tier1_main_000751,5,9,0.0,PASS
tier1_main_000753,5,9,0.0,PASS
tier1_main_000755,5,5,0.0,PASS
tier1_main_000757,3,9,0.0,PASS
tier1_main_000759,5,3,0.0,PASS
tier1_main_000761,3,9,0.0,PASS
tier1_main_000763,3,9,0.0,PASS
tier1_main_000765,3,9,0.0,PASS
tier1_main_000767,1,9,0.0,PASS
tier1_main_000769,5,9,0.0,PASS
tier1_main_000771,9,9,0.0,PASS
tier1_main_000773,5,9,0.0,PASS
tier1_main_000775,9,5,0.0,PASS
tier1_main_000777,3,5,0.0,PASS
tier1_main_000779,5,3,0.0,PASS
tier1_main_000781,9,9,0.0,PASS
tier1_main_000783,9,9,0.0,PASS
tier1_main_000785,9,5,0.0,PASS
tier1_main_000787,3,9,0.0,PASS
tier1_main_000789,5,9,0.0,PASS
tier1_main_000791,9,5,0.0,PASS
tier1_main_000793,9,9,0.0,PASS
tier1_main_000795,9,5,0.0,PASS
tier1_main_000797,9,9,0.0,PASS
tier1_main_000799,9,9,0.0,PASS
tier1_main_000801,9,3,0.0,PASS
tier1_main_000803,1,3,0.0,PASS
tier1_main_000805,9,3,0.0,PASS
tier1_main_000807,5,3,0.0,PASS
tier1_main_000809,3,9,0.0,PASS
tier1_main_000811,9,3,0.0,PASS
tier1_main_000813,5,5,0.0,PASS
tier1_main_000815,5,3,0.0,PASS
tier1_main_000817,1,3,0.0,PASS
tier1_main_000819,9,3,0.0,PASS
tier1_main_000821,5,5,0.0,PASS
tier1_main_000823,9,3,0.0,PASS
tier1_main_000825,5,9,0.0,PASS
tier1_main_000827,3,3,0.0,PASS
tier1_main_000829,9,5,0.0,PASS
tier1_main_000831,1,9,0.0,PASS
tier1_main_000833,3,3,0.0,PASS
tier1_main_000835,5,9,0.0,PASS
tier1_main_000837,9,5,0.0,PASS
tier1_main_000839,5,5,0.0,PASS
tier1_main_000841,3,9,0.0,PASS
tier1_main_000843,5,5,0.0,PASS
tier1_main_000845,3,3,0.0,PASS
tier1_main_000847,9,9,0.0,PASS
tier1_main_000849,9,9,0.0,PASS
tier1_main_000851,9,9,0.0,PASS
tier1_main_000853,9,5,0.0,PASS
tier1_main_000855,3,1,0.0,PASS
tier1_main_000857,5,5,0.0,PASS
tier1_main_000859,5,9,0.0,PASS
tier1_main_000861,3,1,0.0,PASS
tier1_main_000863,3,9,0.0,PASS
tier1_main_000865,5,5,0.0,PASS
tier1_main_000867,9,3,0.0,PASS
tier1_main_000869,9,9,0.0,PASS
tier1_main_000871,1,3,0.0,PASS
tier1_main_000873,9,5,0.0,PASS
tier1_main_000875,9,9,0.0,PASS
tier1_main_000877,3,3,0.0,PASS
tier1_main_000879,5,9,0.0,PASS
tier1_main_000881,5,9,0.0,PASS
tier1_main_000883,3,3,0.0,PASS
tier1_main_000885,5,9,0.0,PASS
tier1_main_000887,5,3,0.0,PASS
tier1_main_000889,5,9,0.0,PASS
tier1_main_000891,9,5,0.0,PASS
tier1_main_000893,3,5,0.0,PASS
tier1_main_000895,3,9,0.0,PASS
tier1_main_000897,5,5,0.0,PASS
tier1_main_000899,3,1,0.0,PASS
tier1_main_000901,3,5,0.0,PASS
tier1_main_000903,9,9,0.0,PASS
tier1_main_000905,9,3,0.0,PASS
tier1_main_000907,9,5,0.0,PASS
tier1_main_000909,9,9,0.0,PASS
tier1_main_000911,1,3,0.0,PASS
tier1_main_000913,9,1,0.0,PASS
tier1_main_000915,9,5,0.0,PASS
tier1_main_000917,9,9,0.0,PASS
tier1_main_000919,5,9,0.0,PASS
tier1_main_000921,3,1,0.0,PASS
tier1_main_000923,5,3,0.0,PASS
tier1_main_000925,3,3,0.0,PASS
tier1_main_000927,3,9,0.0,PASS
tier1_main_000929,9,3,0.0,PASS
tier1_main_000931,5,1,0.0,PASS
tier1_main_000933,9,5,0.0,PASS
tier1_main_000935,9,1,0.0,PASS
tier1_main_000937,5,9,0.0,PASS
tier1_main_000939,1,1,0.0,PASS
tier1_main_000941,5,3,0.0,PASS
tier1_main_000943,9,9,0.0,PASS
tier1_main_000945,5,3,0.0,PASS
tier1_main_000947,5,3,0.0,PASS
tier1_main_000949,9,3,0.0,PASS
tier1_main_000951,9,5,0.0,PASS
tier1_main_000953,3,3,0.0,PASS
tier1_main_000955,9,9,0.0,PASS
tier1_main_000957,9,9,0.0,PASS
tier1_main_000959,5,9,0.0,PASS
tier1_main_000961,9,9,0.0,PASS
tier1_main_000963,9,3,0.0,PASS
tier1_main_000965,9,3,0.0,PASS
tier1_main_000967,3,9,0.0,PASS
tier1_main_000969,5,1,0.0,PASS
tier1_main_000971,3,5,0.0,PASS
tier1_main_000973,9,9,0.0,PASS
tier1_main_000975,5,3,0.0,PASS
tier1_main_000977,5,5,0.0,PASS
tier1_main_000979,9,1,0.0,PASS
tier1_main_000981,9,9,0.0,PASS
tier1_main_000983,9,3,0.0,PASS
tier1_main_000985,5,1,0.0,PASS
tier1_main_000987,9,3,0.0,PASS
tier1_main_000989,5,9,0.0,PASS
tier1_main_000991,9,9,0.0,PASS
tier1_main_000993,1,1,0.0,PASS
tier1_main_000995,3,3,0.0,PASS
tier1_main_000997,1,5,0.0,PASS
tier1_main_000999,9,5,0.0,PASS
tier1_main_001001,9,9,0.0,PASS
tier1_main_001003,9,9,0.0,PASS
tier1_main_001005,9,9,0.0,PASS
tier1_main_001007,9,9,0.0,PASS
tier1_main_001009,9,3,0.0,PASS
tier1_main_001011,9,9,0.0,PASS
tier1_main_001013,5,5,0.0,PASS
tier1_main_001015,9,9,0.0,PASS
tier1_main_001017,9,5,0.0,PASS
tier1_main_001019,5,9,0.0,PASS
tier1_main_001021,5,9,0.0,PASS
tier1_main_001023,9,9,0.0,PASS
tier1_main_001025,9,9,0.0,PASS
tier1_main_001027,9,9,0.0,PASS
tier1_main_001029,9,3,0.0,PASS
tier1_main_001031,9,9,0.0,PASS
tier1_main_001033,9,9,0.0,PASS
tier1_main_001035,9,5,0.0,PASS
tier1_main_001037,9,3,0.0,PASS
tier1_main_001039,9,5,0.0,PASS
tier1_main_001041,5,3,0.0,PASS
tier1_main_001043,5,3,0.0,PASS
tier1_main_001045,9,5,0.0,PASS
tier1_main_001047,9,3,0.0,PASS
tier1_main_001049,9,5,0.0,PASS
tier1_main_001051,9,3,0.0,PASS
tier1_main_001053,9,9,0.0,PASS
tier1_main_001055,9,3,0.0,PASS
tier1_main_001057,3,9,0.0,PASS
tier1_main_001059,9,9,0.0,PASS
tier1_main_001061,3,5,0.0,PASS
tier1_main_001063,3,5,0.0,PASS
tier1_main_001065,5,9,0.0,PASS
tier1_main_001067,3,3,0.0,PASS
tier1_main_001069,3,5,0.0,PASS
tier1_main_001071,9,9,0.0,PASS
tier1_main_001073,9,9,0.0,PASS
tier1_main_001075,9,5,0.0,PASS
tier1_main_001077,3,5,0.0,PASS
tier1_main_001079,5,5,0.0,PASS
tier1_main_001081,9,9,0.0,PASS
tier1_main_001083,5,9,0.0,PASS
tier1_main_001085,3,5,0.0,PASS
tier1_main_001087,9,5,0.0,PASS
tier1_main_001089,9,5,0.0,PASS
tier1_main_001091,9,9,0.0,PASS
tier1_main_001093,9,9,0.0,PASS
tier1_main_001095,9,9,0.0,PASS
tier1_main_001097,3,5,0.0,PASS
tier1_main_001099,5,3,0.0,PASS
tier1_main_001101,3,9,0.0,PASS
tier1_main_001103,3,9,0.0,PASS
tier1_main_001105,9,3,0.0,PASS
tier1_main_001107,9,1,0.0,PASS
tier1_main_001109,9,5,0.0,PASS
tier1_main_001111,9,5,0.0,PASS
tier1_main_001113,5,5,0.0,PASS
tier1_main_001115,5,9,0.0,PASS
tier1_main_001117,9,9,0.0,PASS
tier1_main_001119,3,3,0.0,PASS
tier1_main_001121,9,9,0.0,PASS
tier1_main_001123,3,9,0.0,PASS
tier1_main_001125,9,5,0.0,PASS
tier1_main_001127,9,9,0.0,PASS
tier1_main_001129,3,3,0.0,PASS
tier1_main_001131,5,5,0.0,PASS
tier1_main_001133,9,5,0.0,PASS
tier1_main_001135,9,9,0.0,PASS
tier1_main_001137,9,9,0.0,PASS
tier1_main_001139,9,9,0.0,PASS
tier1_main_001141,9,5,0.0,PASS
tier1_main_001143,3,9,0.0,PASS
tier1_main_001145,5,5,0.0,PASS
tier1_main_001147,9,5,0.0,PASS
tier1_main_001149,3,9,0.0,PASS
tier1_main_001151,9,5,0.0,PASS
tier1_main_001153,3,5,0.0,PASS
tier1_main_001155,5,9,0.0,PASS
tier1_main_001157,5,5,0.0,PASS
tier1_main_001159,9,9,0.0,PASS
tier1_main_001161,5,9,0.0,PASS
tier1_main_001163,9,5,0.0,PASS
tier1_main_001165,9,5,0.0,PASS
tier1_main_001167,9,5,0.0,PASS
tier1_main_001169,9,5,0.0,PASS
tier1_main_001171,5,9,0.0,PASS
tier1_main_001173,9,9,0.0,PASS
tier1_main_001175,9,9,0.0,PASS
tier1_main_001177,5,5,0.0,PASS
tier1_main_001179,9,3,0.0,PASS
tier1_main_001181,5,5,0.0,PASS
tier1_main_001183,3,9,0.0,PASS
tier1_main_001185,9,3,0.0,PASS
tier1_main_001187,5,9,0.0,PASS
tier1_main_001189,9,9,0.0,PASS
tier1_main_001191,5,9,0.0,PASS
tier1_main_001193,9,5,0.0,PASS
tier1_main_001195,9,5,0.0,PASS
tier1_main_001197,9,9,0.0,PASS
tier1_main_001199,9,9,0.0,PASS
tier1_main_001201,9,9,0.0,PASS
tier1_main_001203,3,3,0.0,PASS
tier1_main_001205,9,9,0.0,PASS
tier1_main_001207,5,9,0.0,PASS
tier1_main_001209,9,9,0.0,PASS
tier1_main_001211,9,9,0.0,PASS
tier1_main_001213,9,9,0.0,PASS
tier1_main_001215,3,3,0.0,PASS
tier1_main_001217,9,3,0.0,PASS
tier1_main_001219,9,9,0.0,PASS
tier1_main_001221,9,9,0.0,PASS
tier1_main_001223,3,3,0.0,PASS
tier1_main_001225,9,5,0.0,PASS
tier1_main_001227,9,9,0.0,PASS
tier1_main_001229,3,9,0.0,PASS
tier1_main_001231,5,5,0.0,PASS
tier1_main_001233,9,9,0.0,PASS
tier1_main_001235,5,3,0.0,PASS
tier1_main_001237,3,5,0.0,PASS
tier1_main_001239,3,3,0.0,PASS
tier1_main_001241,5,3,0.0,PASS
tier1_main_001243,3,9,0.0,PASS
tier1_main_001245,9,5,0.0,PASS
tier1_main_001247,9,9,0.0,PASS
tier1_main_001249,9,3,0.0,PASS
tier1_main_001251,9,3,0.0,PASS
tier1_main_001253,9,3,0.0,PASS
tier1_main_001255,9,5,0.0,PASS
tier1_main_001257,9,9,0.0,PASS
tier1_main_001259,3,5,0.0,PASS
tier1_main_001261,5,9,0.0,PASS
tier1_main_001263,5,3,0.0,PASS
tier1_main_001265,5,9,0.0,PASS
tier1_main_001267,9,5,0.0,PASS
tier1_main_001269,5,9,0.0,PASS
tier1_main_001271,5,9,0.0,PASS
tier1_main_001273,9,9,0.0,PASS
tier1_main_001275,9,9,0.0,PASS
tier1_main_001277,3,9,0.0,PASS
tier1_main_001279,3,5,0.0,PASS
tier1_main_001281,5,9,0.0,PASS
tier1_main_001283,3,9,0.0,PASS
tier1_main_001285,9,9,0.0,PASS
tier1_main_001287,9,9,0.0,PASS
tier1_main_001289,5,9,0.0,PASS
tier1_main_001291,3,9,0.0,PASS
tier1_main_001293,9,5,0.0,PASS
tier1_main_001295,3,9,0.0,PASS
tier1_main_001297,5,9,0.0,PASS
tier1_main_001299,9,9,0.0,PASS
tier1_main_001301,5,5,0.0,PASS
tier1_main_001303,9,3,0.0,PASS
tier1_main_001305,9,9,0.0,PASS
tier1_main_001307,9,9,0.0,PASS
tier1_main_001309,3,3,0.0,PASS
tier1_main_001311,3,5,0.0,PASS
tier1_main_001313,9,3,0.0,PASS
tier1_main_001315,3,5,0.0,PASS
tier1_main_001317,3,5,0.0,PASS
tier1_main_001319,9,9,0.0,PASS
tier1_main_001321,9,5,0.0,PASS
tier1_main_001323,5,9,0.0,PASS
tier1_main_001325,9,5,0.0,PASS
